,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
7,74,Dogecoin,DOGE,dogecoin,1163,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148108496383.70526,148108496383.70526,True,,8,,,,2025-02-19T09:29:00.000Z,0.2527501032671302,1335527143.940528,-10.9642,-0.37817836,0.23470291,-0.25234509,-33.32226628,-24.71777192,-34.30160434,37434437755.72089,1.1873,37434437755.72,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:30:57.478367
8,2010,Cardano,ADA,cardano,1461,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35204786637.28696,44994955922.926414,False,,9,,,,2025-02-19T09:29:00.000Z,0.7600327925881747,882210633.4455097,-6.3745,-0.18930642,-2.78231424,-1.38337772,-29.70654138,-20.64257423,-3.07527262,26756792300.408062,0.8482,34201475666.47,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:30:57.478367
9,1958,TRON,TRX,tron,1119,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86090860447.2307,86090904204.25133,True,,10,,,,2025-02-19T09:29:00.000Z,0.24321821099299756,604573124.3632919,-5.3634,0.25519408,1.55861266,0.89461208,0.75606021,-3.13282804,22.22931131,20938865060.823265,0.6641,20938875703.33,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:30:57.478367
10,1975,Chainlink,LINK,chainlink,1927,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-02-19T09:29:00.000Z,17.940557007393842,491427659.12387043,-9.9529,-0.50866739,-1.33982221,-2.81432336,-30.41564236,-24.77191866,22.58536735,11447868896.324545,0.3631,17940557007.39,,2025-02-19T09:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-02-19 01:30:57.478367
11,2,Litecoin,LTC,litecoin,1315,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'heco-ecosystem', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75547087.0540892,84000000.0,False,,12,,,,2025-02-19T09:29:00.000Z,135.39636850274002,1738504045.0916965,58.648,0.02391127,9.47627686,15.37480824,11.40020365,31.92633489,49.75891573,10228801238.084042,0.3244,11373294954.23,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:30:57.478367
12,512,Stellar,XLM,stellar,676,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30642998432.711758,50001786894.450165,False,,13,,,,2025-02-19T09:29:00.000Z,0.3301981955563894,227678627.78895375,9.2961,-0.50769399,1.31734294,4.82778791,-29.21156623,-11.87557491,33.98388194,10118262788.918692,0.3209,16510506383.88,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:30:57.478367
13,5805,Avalanche,AVAX,avalanche,864,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,413711389.9635173,450380889.9635173,False,,14,,,,2025-02-19T09:29:00.000Z,23.74560314863879,369123255.72605383,4.6577,-0.13258239,-1.46831822,-4.58193642,-38.32488903,-42.02537256,-30.41569174,9823826484.145426,0.3113,16995885035.52,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:30:57.478367
14,20947,Sui,SUI,sui,554,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3089707194.508888,10000000000.0,False,,15,3089707194.508888,9725403363.309732,,2025-02-19T09:29:00.000Z,3.147678000230567,1075031735.5526633,28.8954,0.20805085,1.93643603,-3.58102377,-34.18892004,-32.82902191,-11.4478402,9725403363.309732,0.3082,31476780002.31,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:30:57.478367
0,1,Bitcoin,BTC,bitcoin,11946,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19826353.0,19826353.0,False,,1,,,,2025-02-19T09:29:00.000Z,95762.37792130031,37803353720.46316,32.576,-0.04223462,0.13421373,-0.37952292,-11.44117673,-2.70954309,-1.7504696,1898618708787.1062,60.1852,2011009936347.31,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
1,1027,Ethereum,ETH,ethereum,9937,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120559141.91975492,120559141.91975492,True,,2,,,,2025-02-19T09:28:00.000Z,2719.4882526537035,21008659515.031757,-19.2778,0.1392995,1.11603011,3.95495999,-19.28361218,-21.58311502,-13.09046342,327859170200.7842,10.3982,327859170200.78,,2025-02-19T09:28:00.000Z,,,,,,2025-02-19 01:31:07.967130
2,52,XRP,XRP,xrp,1534,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57818864895.0,99986451428.0,False,,3,,,,2025-02-19T09:28:00.000Z,2.5501729130593156,4848408624.398688,2.3223,-0.43785352,-1.29316427,5.88690213,-21.71318635,10.5814456,125.28846498,147448103119.06516,4.6754,255017291305.93,,2025-02-19T09:28:00.000Z,,,,,,2025-02-19 01:31:07.967130
3,825,Tether USDt,USDT,tether,117112,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,141779694043.47333,144566824798.1352,True,,4,,,,2025-02-19T09:29:00.000Z,0.9996383422508418,80757102866.52908,4.9293,-0.00486526,-0.03459833,-0.02321036,0.0758043,-0.01274466,-0.08822304,141728418318.44922,4.495,144514541085.68,,2025-02-19T09:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-02-19 01:31:07.967130
4,1839,BNB,BNB,bnb,2367,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142477078.48,142477078.48,False,,5,,,,2025-02-19T09:29:00.000Z,649.8903440211079,2018519502.5680232,4.243,-0.66563605,-0.17713656,1.20652081,-6.93876399,-4.32072096,6.21849908,92594477548.48958,2.9361,92594477548.49,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
5,5426,Solana,SOL,solana,840,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,488501112.6492821,594379416.7389088,True,,6,,,,2025-02-19T09:29:00.000Z,169.67048057849888,5196695319.246379,-6.329,-0.20107592,0.26331301,-13.3238209,-36.53546098,-13.09079489,-30.07269392,82884218546.33511,2.6287,100848641284.06,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
6,3408,USDC,USDC,usd-coin,25761,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,56270258820.89054,56270258820.89054,False,,7,,,,2025-02-19T09:29:00.000Z,0.9999450338802915,7778591267.471565,7.1848,0.00017502,-0.00468819,0.00049145,0.00232162,-0.02414261,-0.00732313,56267165863.10817,1.7832,56267165863.11,,2025-02-19T09:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-02-19 01:31:07.967130
7,74,Dogecoin,DOGE,dogecoin,1163,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148108496383.70526,148108496383.70526,True,,8,,,,2025-02-19T09:29:00.000Z,0.2527501032671302,1335527143.940528,-10.9642,-0.37817836,0.23470291,-0.25234509,-33.32226628,-24.71777192,-34.30160434,37434437755.72089,1.1873,37434437755.72,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
8,2010,Cardano,ADA,cardano,1461,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35204786637.28696,44994955922.926414,False,,9,,,,2025-02-19T09:29:00.000Z,0.7600327925881747,882210633.4455097,-6.3745,-0.18930642,-2.78231424,-1.38337772,-29.70654138,-20.64257423,-3.07527262,26756792300.408062,0.8482,34201475666.47,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
9,1958,TRON,TRX,tron,1119,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86090860447.2307,86090904204.25133,True,,10,,,,2025-02-19T09:29:00.000Z,0.24321821099299756,604573124.3632919,-5.3634,0.25519408,1.55861266,0.89461208,0.75606021,-3.13282804,22.22931131,20938865060.823265,0.6641,20938875703.33,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
10,1975,Chainlink,LINK,chainlink,1927,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-02-19T09:29:00.000Z,17.940557007393842,491427659.12387043,-9.9529,-0.50866739,-1.33982221,-2.81432336,-30.41564236,-24.77191866,22.58536735,11447868896.324545,0.3631,17940557007.39,,2025-02-19T09:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-02-19 01:31:07.967130
11,2,Litecoin,LTC,litecoin,1315,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'heco-ecosystem', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75547087.0540892,84000000.0,False,,12,,,,2025-02-19T09:29:00.000Z,135.39636850274002,1738504045.0916965,58.648,0.02391127,9.47627686,15.37480824,11.40020365,31.92633489,49.75891573,10228801238.084042,0.3244,11373294954.23,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
12,512,Stellar,XLM,stellar,676,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30642998432.711758,50001786894.450165,False,,13,,,,2025-02-19T09:29:00.000Z,0.3301981955563894,227678627.78895375,9.2961,-0.50769399,1.31734294,4.82778791,-29.21156623,-11.87557491,33.98388194,10118262788.918692,0.3209,16510506383.88,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
13,5805,Avalanche,AVAX,avalanche,864,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,413711389.9635173,450380889.9635173,False,,14,,,,2025-02-19T09:29:00.000Z,23.74560314863879,369123255.72605383,4.6577,-0.13258239,-1.46831822,-4.58193642,-38.32488903,-42.02537256,-30.41569174,9823826484.145426,0.3113,16995885035.52,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
14,20947,Sui,SUI,sui,554,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3089707194.508888,10000000000.0,False,,15,3089707194.508888,9725403363.309732,,2025-02-19T09:29:00.000Z,3.147678000230567,1075031735.5526633,28.8954,0.20805085,1.93643603,-3.58102377,-34.18892004,-32.82902191,-11.4478402,9725403363.309732,0.3082,31476780002.31,,2025-02-19T09:29:00.000Z,,,,,,2025-02-19 01:31:07.967130
0,1,Bitcoin,BTC,bitcoin,11946,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19826353.0,19826353.0,False,,1,,,,2025-02-19T09:31:00.000Z,95772.29648908731,37812214944.78493,32.182,-0.02979343,0.14732568,-0.31245346,-11.46699984,-2.69322381,-1.75498757,1898815357813.3057,60.2219,2011218226270.83,,2025-02-19T09:31:00.000Z,,,,,,2025-02-19 01:33:11.672675
1,1027,Ethereum,ETH,ethereum,9937,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120559141.91975492,120559141.91975492,True,,2,,,,2025-02-19T09:31:00.000Z,2719.7489991725097,20936050483.43662,-19.5769,-0.0421223,0.98003838,4.01149957,-19.67088756,-21.60231629,-13.17850171,327890605577.35004,10.3992,327890605577.35,,2025-02-19T09:31:00.000Z,,,,,,2025-02-19 01:33:11.672675
2,52,XRP,XRP,xrp,1534,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57818864895.0,99986451428.0,False,,3,,,,2025-02-19T09:31:00.000Z,2.5499212053725375,4841192623.539975,2.0601,-0.52732683,-1.38262186,5.83368206,-22.00199627,10.53739878,125.63888877,147433549666.3303,4.675,254992120537.25,,2025-02-19T09:31:00.000Z,,,,,,2025-02-19 01:33:11.672675
